post_id,platform,content_type,topic,language,region,Post_date,post_hour,sentiment_score,views,likes,comments,shares,engagement_rate,viral
4722,Instagram,carousel,Fashion,DE,DE,2025-12-05,18,0.63,244586,37275,14336,5734,0.2345,Yes
4723,Instagram,feed,Fashion,PT,FR,2025-02-10,18,0.74,165468,32266,12410,4964,0.3,Yes
4724,Instagram,feed,Lifestyle,HI,US,2025-03-19,22,0.2,133062,4362,1678,671,0.0504,No
4725,Instagram,feed,Business,PT,AU,2025-06-02,19,0.94,425902,73067,28103,11241,0.2639,Yes
4726,Instagram,feed,Sports,HI,CA,2025-01-08,20,0.94,163925,24482,9416,3766,0.2298,Yes
4727,Instagram,carousel,Lifestyle,PT,CA,2025-05-14,20,0.77,28473,5434,2090,836,0.2937,Yes
4728,Instagram,feed,Technology,FR,MX,2025-07-29,20,0.41,440538,27913,10736,4294,0.0975,No
4729,Instagram,story,Lifestyle,PT,BR,2025-09-30,20,0.82,484837,66623,25624,10249,0.2114,Yes
4730,Instagram,story,Business,DE,AU,2025-02-01,19,-0.97,5871,302,116,46,0.0795,No
4731,Instagram,image,Sports,HI,DE,2025-04-08,00,-0.56,376015,50573,19451,7780,0.2069,Yes
4732,Instagram,image,Entertainment,JA,CA,2025-10-03,01,0.15,366869,9588,3687,1475,0.0402,No
4733,Instagram,feed,Entertainment,JA,US,2025-11-09,19,0.44,455857,52002,20001,8000,0.1755,Yes
4734,Instagram,story,Entertainment,PT,CA,2025-02-20,17,0.68,212679,36582,14070,5628,0.2646,Yes
4735,Instagram,story,Travel,EN,MX,2025-06-16,19,0.87,213608,24800,9538,3815,0.1786,Yes
4736,Instagram,carousel,Travel,HI,US,2025-06-26,16,-0.16,267372,39841,15323,6129,0.2293,Yes
4737,Instagram,carousel,Education,ES,DE,2025-08-01,20,-0.62,397677,52443,20170,8068,0.2029,Yes
4738,Instagram,image,Entertainment,HI,DE,2025-04-17,20,-0.29,303932,42796,16460,6584,0.2166,Yes
4739,Instagram,story,Health,PT,CA,2025-10-20,01,0.86,265091,33317,12814,5125,0.1934,Yes
4740,Instagram,story,Lifestyle,EN,UK,2025-10-17,15,-0.16,191845,15302,5885,2354,0.1227,Yes
4741,Instagram,story,Technology,HI,AU,2025-04-24,20,-0.66,363537,40182,15454,6181,0.1701,Yes
4742,Instagram,image,Lifestyle,FR,MX,2025-01-13,18,0.43,200863,17830,6858,2743,0.1366,Yes
4743,Instagram,feed,Business,UR,UK,2025-09-06,19,-0.25,373530,28715,11044,4417,0.1183,Yes
4744,Instagram,carousel,Entertainment,DE,UK,2025-10-18,20,0.69,82082,5088,1957,782,0.0954,No
4745,Instagram,carousel,Health,FR,UK,2025-09-27,20,0.9,18029,1320,507,203,0.1127,Yes
4746,Instagram,image,Business,ES,FR,2025-11-25,20,0.9,323305,36603,14078,5631,0.1742,Yes
4747,Instagram,feed,Entertainment,EN,CA,2025-06-22,15,-0.04,44614,3302,1270,508,0.1139,Yes
4748,Instagram,reel,Technology,PT,DE,2025-02-16,18,0.86,203671,32370,12450,4980,0.2445,Yes
4749,Instagram,image,Fashion,FR,UK,2025-11-12,12,-0.13,434155,47264,18178,7271,0.1675,Yes
4750,Instagram,image,Entertainment,FR,AU,2025-09-14,19,0.88,317080,41308,15888,6355,0.2004,Yes
4751,Instagram,story,Fashion,EN,JP,2025-07-20,19,0.45,117653,9733,3743,1497,0.1273,Yes
4752,Instagram,reel,Sports,ES,US,2025-02-02,19,0.2,315935,31288,12034,4813,0.1524,Yes
4753,Instagram,carousel,Health,UR,MX,2025-02-21,04,0.42,339744,57401,22077,8831,0.2599,Yes
4754,Instagram,image,Lifestyle,ES,FR,2025-08-25,12,0.96,142847,19977,7683,3073,0.2152,Yes
4755,Instagram,reel,Fashion,EN,UK,2025-06-14,18,0.88,233711,29829,11472,4589,0.1964,Yes
4756,Instagram,story,Entertainment,FR,DE,2025-10-17,20,-0.13,63513,6278,2414,965,0.1521,Yes
4757,Instagram,image,Sports,JA,MX,2025-06-05,20,0.62,349067,43287,16649,6659,0.1908,Yes
4758,Instagram,story,Health,HI,BR,2025-07-02,20,0.67,354387,5942,2285,914,0.0258,No
4759,Instagram,reel,Sports,EN,AU,2025-06-26,10,0.82,53139,6343,2439,975,0.1837,Yes
4760,Instagram,image,Health,FR,DE,2025-06-04,18,0.52,76845,12777,4914,1965,0.2558,Yes
4761,Instagram,reel,Technology,DE,US,2025-10-22,19,0.72,97506,16827,6472,2588,0.2655,Yes
4762,Instagram,feed,Education,EN,DE,2025-05-06,19,0.49,36981,4117,1583,633,0.1713,Yes
4763,Instagram,reel,Fashion,UR,UK,2025-05-22,22,0.84,338078,60737,23360,9344,0.2764,Yes
4764,Instagram,story,Sports,JA,BR,2025-02-14,21,0.42,459033,66146,25441,10176,0.2217,Yes
4765,Instagram,feed,Food,FR,AU,2025-01-19,18,0.6,69145,12597,4845,1938,0.2803,Yes
4766,Instagram,carousel,Education,PT,JP,2025-05-02,14,0.84,463463,69032,26551,10620,0.2292,Yes
4767,Instagram,story,Health,DE,CA,2025-09-08,19,0.15,54862,5798,2230,892,0.1626,Yes
4768,Instagram,carousel,Technology,DE,AU,2025-12-05,06,0.79,434873,79406,30541,12216,0.2809,Yes
4769,Instagram,carousel,Sports,PT,JP,2025-05-11,20,0.9,439110,11765,4525,1810,0.0412,No
4770,Instagram,feed,Technology,ES,JP,2025-04-18,18,0.56,431462,76507,29426,11770,0.2728,Yes
4771,Instagram,feed,Travel,ES,AU,2025-02-06,19,0.41,457701,77251,29712,11884,0.2597,Yes
4772,Instagram,carousel,Lifestyle,FR,JP,2025-07-16,04,0.5,418857,75391,28996,11598,0.2769,Yes
4773,Instagram,carousel,Food,PT,DE,2025-07-08,19,0.88,361856,59947,23056,9222,0.2549,Yes
4774,Instagram,story,Entertainment,EN,FR,2025-03-17,20,0.24,358206,20601,7923,3169,0.0885,No
4775,Instagram,carousel,Health,PT,DE,2025-07-25,00,0.84,46685,9103,3501,1400,0.3,Yes
4776,Instagram,feed,Technology,PT,IN,2025-03-14,18,-0.06,161371,5558,2138,855,0.053,No
4777,Instagram,carousel,Lifestyle,DE,BR,2025-08-14,11,0.58,317659,10596,4075,1630,0.0513,No
4778,Instagram,reel,Sports,ES,MX,2025-11-02,20,0.9,370265,42078,16184,6473,0.1748,Yes
4779,Instagram,reel,Lifestyle,EN,AU,2025-08-14,20,0.14,228260,36372,13989,5595,0.2452,Yes
4780,Instagram,image,Technology,EN,MX,2025-07-12,23,0.87,267028,17121,6585,2634,0.0986,No
4781,Instagram,image,Travel,UR,JP,2025-06-14,20,0.54,261613,9449,3634,1453,0.0556,No
4782,Instagram,image,Education,ES,US,2025-05-20,18,0.76,406178,60981,23454,9381,0.231,Yes
4783,Instagram,feed,Food,UR,FR,2025-11-18,19,0.86,306759,31556,12137,4854,0.1583,Yes
4784,Instagram,feed,Food,ES,CA,2025-12-12,17,0.9,221867,33995,13075,5230,0.2357,Yes
4785,Instagram,feed,Food,HI,AU,2025-10-27,11,-0.13,435133,4171,1604,641,0.0147,No
4786,Instagram,carousel,Lifestyle,ES,FR,2025-01-13,19,0.49,241263,13777,5299,2119,0.0879,No
4787,Instagram,story,Fashion,UR,AU,2025-07-06,18,-0.06,370087,44709,17196,6878,0.1859,Yes
4788,Instagram,carousel,Travel,HI,US,2025-12-05,04,0.49,194671,19568,7526,3010,0.1546,Yes
4789,Instagram,image,Health,EN,UK,2025-11-02,00,0.46,289105,28434,10936,4374,0.1513,Yes
4790,Instagram,carousel,Sports,PT,IN,2025-09-08,20,-0.88,300711,6455,2482,993,0.033,No
4791,Instagram,story,Food,JA,FR,2025-01-03,18,0.97,310758,54988,21149,8459,0.2722,Yes
4792,Instagram,feed,Education,UR,US,2025-01-05,06,0.59,206496,37670,14488,5795,0.2807,Yes
4793,Instagram,carousel,Food,UR,JP,2025-09-16,14,0.8,209066,17652,6789,2715,0.1299,Yes
4794,Instagram,feed,Sports,PT,FR,2025-04-25,23,0.78,270453,46266,17794,7117,0.2632,Yes
4795,Instagram,reel,Health,PT,MX,2025-08-07,19,0.29,416792,12196,4691,1876,0.045,No
4796,Instagram,image,Business,FR,IN,2025-05-16,20,0.43,175936,12012,4620,1848,0.105,Yes
4797,Instagram,carousel,Technology,ES,JP,2025-06-01,02,0.5,381887,54384,20917,8366,0.2191,Yes
4798,Instagram,image,Technology,UR,MX,2025-07-17,21,0.71,74383,13080,5031,2012,0.2706,Yes
4799,Instagram,carousel,Sports,DE,AU,2025-01-04,20,0.17,213463,19755,7598,3039,0.1424,Yes
4800,Instagram,carousel,Food,PT,DE,2025-11-20,20,-0.04,300398,46583,17916,7166,0.2386,Yes
4801,Instagram,feed,Food,EN,BR,2025-01-28,20,0.88,333410,52905,20348,8139,0.2441,Yes
4802,Instagram,reel,Travel,FR,UK,2025-01-01,19,0.09,493549,31152,11981,4792,0.0971,No
4803,Instagram,feed,Technology,PT,US,2025-09-19,20,0.94,273946,48314,18582,7433,0.2713,Yes
4804,Instagram,story,Sports,JA,UK,2025-03-31,19,-0.11,108866,14781,5685,2274,0.2089,Yes
4805,Instagram,reel,Education,PT,CA,2025-06-28,09,-0.5,482836,25444,9786,3914,0.0811,No
4806,Instagram,story,Business,UR,IN,2025-12-28,19,0.53,483285,10059,3869,1547,0.032,No
4807,Instagram,carousel,Education,JA,UK,2025-02-19,19,0.59,119851,21711,8350,3340,0.2787,Yes
4808,Instagram,story,Technology,ES,JP,2025-08-26,05,0.49,208478,14759,5676,2270,0.1089,Yes
4809,Instagram,reel,Business,HI,MX,2025-04-17,19,0.99,82101,13704,5271,2108,0.2568,Yes
4810,Instagram,image,Education,FR,US,2025-03-17,19,0.82,352204,50254,19328,7731,0.2195,Yes
4811,Instagram,reel,Education,HI,AU,2025-06-21,19,0.09,297552,35386,13610,5444,0.183,Yes
4812,Instagram,story,Technology,DE,US,2025-01-22,07,0.74,20251,963,370,148,0.0732,No
4813,Instagram,story,Lifestyle,PT,IN,2025-03-28,18,0.2,230272,24958,9599,3839,0.1668,Yes
4814,Instagram,image,Technology,HI,US,2025-03-22,20,0.7,306524,54122,20816,8326,0.2716,Yes
4815,Instagram,image,Lifestyle,ES,BR,2025-06-19,22,-0.29,33496,3988,1534,613,0.1832,Yes
4816,Instagram,image,Food,JA,AU,2025-01-18,18,0.66,19570,3053,1174,469,0.24,Yes
4817,Instagram,reel,Sports,HI,US,2025-08-31,19,-0.57,200312,15124,5817,2326,0.1162,Yes
4818,Instagram,image,Entertainment,ES,AU,2025-04-02,19,0.58,217491,15061,5793,2317,0.1065,Yes
4819,Instagram,image,Education,UR,JP,2025-04-25,17,-0.87,99695,4973,1912,765,0.0767,No
4820,Instagram,image,Entertainment,HI,DE,2025-01-11,19,0.63,248503,47000,18077,7230,0.291,Yes
4821,Instagram,feed,Technology,HI,DE,2025-09-07,19,0.8,16750,665,256,102,0.0612,No
4822,Instagram,story,Health,JA,CA,2025-12-03,03,-0.87,284048,9263,3563,1425,0.0502,No
4823,Instagram,carousel,Sports,EN,US,2025-11-06,18,0.48,135639,18633,7166,2866,0.2114,Yes
4824,Instagram,feed,Entertainment,FR,MX,2025-07-02,18,0.16,167840,2079,799,319,0.0191,No
4825,Instagram,carousel,Education,HI,FR,2025-12-09,23,0.96,151235,19020,7315,2926,0.1935,Yes
4826,Instagram,story,Entertainment,JA,UK,2025-07-22,19,-0.55,252693,2659,1022,409,0.0162,No
4827,Instagram,story,Lifestyle,FR,JP,2025-02-11,06,0.98,150671,25989,9996,3998,0.2654,Yes
4828,Instagram,reel,Health,JA,UK,2025-04-26,18,0.58,266020,18179,6992,2796,0.1051,Yes
4829,Instagram,feed,Entertainment,JA,AU,2025-05-31,02,0.81,149977,29245,11248,4499,0.3,Yes
4830,Instagram,carousel,Travel,PT,IN,2025-12-06,18,0.65,70592,13627,5241,2096,0.297,Yes
4831,Instagram,feed,Education,FR,UK,2025-04-02,18,0.74,299218,39025,15009,6003,0.2007,Yes
4832,Instagram,story,Technology,FR,CA,2025-05-25,20,0.23,317393,16582,6378,2551,0.0804,No
4833,Instagram,reel,Food,UR,DE,2025-02-07,20,0.21,311825,16491,6342,2537,0.0814,No
4834,Instagram,carousel,Technology,DE,BR,2025-12-17,12,0.08,459689,35700,13731,5492,0.1195,Yes
4835,Instagram,story,Lifestyle,EN,FR,2025-09-15,10,0.24,156269,15393,5920,2368,0.1516,Yes
4836,Instagram,carousel,Health,PT,DE,2025-05-24,18,0.65,382024,64381,24762,9904,0.2593,Yes
4837,Instagram,carousel,Sports,ES,FR,2025-02-22,04,0.83,383298,74742,28747,11498,0.3,Yes
4838,Instagram,reel,Food,HI,JP,2025-01-08,20,0.19,50766,7484,2878,1151,0.2268,Yes
4839,Instagram,carousel,Technology,HI,DE,2025-06-10,03,0.99,326557,57325,22048,8819,0.2701,Yes
4840,Instagram,feed,Education,PT,BR,2025-04-05,18,0.88,342370,52449,20172,8069,0.2357,Yes
4841,Instagram,carousel,Sports,DE,JP,2025-08-07,17,0.76,265523,49060,18869,7547,0.2843,Yes
4842,Instagram,image,Travel,DE,MX,2025-06-22,18,-0.01,487395,74165,28525,11410,0.2341,Yes
4843,Instagram,carousel,Food,UR,DE,2025-11-11,01,0.57,336386,24081,9262,3704,0.1101,Yes
4844,Instagram,reel,Entertainment,UR,IN,2025-01-06,20,0.7,315335,11106,4271,1708,0.0542,No
4845,Instagram,story,Health,PT,CA,2025-07-11,21,0.7,120982,17212,6620,2648,0.2189,Yes
4846,Instagram,feed,Education,UR,CA,2025-09-11,19,0.49,217578,20939,8053,3221,0.1481,Yes
4847,Instagram,reel,Health,EN,JP,2025-05-03,18,-0.02,364939,26841,10323,4129,0.1132,Yes
4848,Instagram,feed,Fashion,ES,UK,2025-01-26,04,0.7,432488,8803,3386,1354,0.0313,No
4849,Instagram,image,Travel,EN,UK,2025-05-29,20,0.04,484344,31938,12284,4913,0.1015,Yes
4850,Instagram,image,Travel,UR,BR,2025-03-15,11,0.76,395216,4875,1875,750,0.019,No
4851,Instagram,story,Education,UR,DE,2025-05-15,05,0.52,161072,14426,5548,2219,0.1378,Yes
4852,Instagram,image,Health,FR,MX,2025-02-23,04,-0.53,432041,18409,7080,2832,0.0656,No
4853,Instagram,reel,Fashion,ES,FR,2025-05-17,21,0.51,471006,30781,11839,4735,0.1005,Yes
4854,Instagram,feed,Lifestyle,PT,BR,2025-04-20,18,0.74,160584,9313,3582,1432,0.0892,No
4855,Instagram,story,Health,PT,UK,2025-09-10,01,0.62,368512,7664,2947,1179,0.032,No
4856,Instagram,reel,Business,EN,AU,2025-01-15,21,0.42,223362,24119,9276,3710,0.1661,Yes
4857,Instagram,feed,Education,HI,JP,2025-02-11,18,0.63,41840,2036,783,313,0.0749,No
4858,Instagram,image,Technology,EN,US,2025-02-23,19,0.61,119228,5758,2214,885,0.0743,No
4859,Instagram,story,Travel,EN,DE,2025-08-23,06,0.61,427518,78442,30170,12068,0.2823,Yes
4860,Instagram,reel,Food,UR,AU,2025-05-26,12,0.72,158157,7553,2905,1162,0.0735,No
4861,Instagram,story,Sports,HI,IN,2025-09-19,20,-0.44,256047,7787,2995,1198,0.0468,No
4862,Instagram,reel,Lifestyle,PT,AU,2025-02-20,18,0.98,450216,84897,32653,13061,0.2901,Yes
4863,Instagram,image,Business,ES,IN,2025-05-11,22,0.73,260792,50854,19559,7823,0.3,Yes
4864,Instagram,reel,Lifestyle,HI,IN,2025-07-06,20,-0.15,75870,11397,4383,1753,0.2311,Yes
4865,Instagram,story,Lifestyle,EN,JP,2025-10-03,19,0.96,98104,4709,1811,724,0.0739,No
4866,Instagram,feed,Entertainment,EN,MX,2025-03-02,11,0.29,301865,15026,5779,2311,0.0766,No
4867,Instagram,feed,Education,JA,IN,2025-08-13,18,0.53,11640,1954,751,300,0.2584,Yes
4868,Instagram,reel,Lifestyle,JA,US,2025-04-15,20,-0.61,117608,2677,1029,411,0.035,No
4869,Instagram,carousel,Entertainment,FR,IN,2025-12-31,05,0.19,284835,4590,1765,706,0.0248,No
4870,Instagram,reel,Technology,DE,US,2025-08-08,19,-0.18,335774,44484,17109,6843,0.2038,Yes
4871,Instagram,image,Food,JA,BR,2025-05-15,18,0.12,109071,2113,812,325,0.0298,No
4872,Instagram,story,Sports,DE,CA,2025-08-15,18,0.25,53958,9035,3475,1390,0.2576,Yes
4873,Instagram,story,Technology,UR,CA,2025-07-18,21,0.17,317302,10733,4128,1651,0.052,No
4874,Instagram,story,Education,EN,UK,2025-07-03,20,0.6,217048,26894,10344,4137,0.1906,Yes
4875,Instagram,image,Education,FR,CA,2025-09-02,18,0.98,174162,25781,9916,3966,0.2277,Yes
4876,Instagram,reel,Fashion,DE,DE,2025-04-28,19,0.58,460815,15550,5981,2392,0.0519,No
4877,Instagram,reel,Technology,DE,DE,2025-11-01,23,0.5,367315,62843,24170,9668,0.2632,Yes
4878,Instagram,image,Food,FR,FR,2025-06-12,19,0.47,263416,11796,4537,1814,0.0689,No
4879,Instagram,image,Health,UR,IN,2025-09-03,12,-0.47,310057,6516,2506,1002,0.0323,No
4880,Instagram,reel,Technology,FR,MX,2025-07-08,20,0.74,276806,27918,10738,4295,0.1552,Yes
4881,Instagram,image,Entertainment,ES,FR,2025-08-02,03,0.98,415361,80876,31106,12442,0.2996,Yes
4882,Instagram,feed,Travel,HI,DE,2025-02-15,18,0.63,98717,9781,3762,1504,0.1524,Yes
4883,Instagram,carousel,Sports,EN,AU,2025-07-24,18,-0.16,342461,17345,6671,2668,0.0779,No
4884,Instagram,carousel,Travel,PT,AU,2025-10-03,20,0.72,163050,22610,8696,3478,0.2133,Yes
4885,Instagram,story,Lifestyle,HI,DE,2025-03-15,06,0.55,130227,18552,7135,2854,0.2192,Yes
4886,Instagram,story,Food,UR,JP,2025-02-27,18,0.62,433349,62174,23913,9565,0.2207,Yes
4887,Instagram,carousel,Education,DE,FR,2025-01-03,18,0.94,311397,11365,4371,1748,0.0562,No
4888,Instagram,feed,Technology,PT,AU,2025-04-26,20,0.45,474206,32249,12403,4961,0.1046,Yes
4889,Instagram,reel,Travel,EN,FR,2025-08-27,18,0.26,498163,8403,3232,1292,0.026,No
4890,Instagram,image,Travel,HI,BR,2025-03-31,02,-0.29,322616,27364,10524,4209,0.1305,Yes
4891,Instagram,carousel,Technology,DE,AU,2025-03-13,19,0.51,404002,71372,27451,10980,0.2718,Yes
4892,Instagram,carousel,Technology,FR,IN,2025-08-09,01,0.78,186450,4784,1840,736,0.0395,No
4893,Instagram,feed,Education,FR,JP,2025-08-03,16,0.45,37486,4939,1899,759,0.2027,Yes
4894,Instagram,feed,Technology,JA,IN,2025-11-27,20,0.68,372479,47262,18177,7271,0.1952,Yes
4895,Instagram,story,Lifestyle,UR,CA,2025-04-15,04,0.51,293023,34498,13268,5307,0.1811,Yes
4896,Instagram,reel,Technology,UR,CA,2025-10-15,19,0.94,115775,11246,4325,1730,0.1494,Yes
4897,Instagram,reel,Education,ES,AU,2025-03-25,20,0.76,242754,43310,16657,6663,0.2745,Yes
4898,Instagram,carousel,Lifestyle,HI,BR,2025-04-21,18,0.42,394458,26907,10349,4139,0.1049,Yes
4899,Instagram,image,Food,HI,IN,2025-05-10,07,-0.34,69702,2457,945,378,0.0543,No
4900,Instagram,carousel,Lifestyle,PT,FR,2025-04-11,19,0.23,42913,6332,2435,974,0.227,Yes
4901,Instagram,feed,Food,UR,CA,2025-01-03,18,0.71,469319,64140,24669,9867,0.2103,Yes
4902,Instagram,feed,Business,HI,JP,2025-05-15,20,-0.4,294959,32657,12560,5024,0.1703,Yes
4903,Instagram,feed,Sports,HI,AU,2025-07-17,18,0.92,36916,2537,976,390,0.1058,Yes
4904,Instagram,reel,Health,DE,DE,2025-11-10,18,0.47,90785,2587,995,398,0.0439,No
4905,Instagram,feed,Entertainment,ES,BR,2025-12-23,04,0.88,331137,47608,18311,7324,0.2212,Yes
4906,Instagram,story,Entertainment,ES,MX,2025-05-03,19,0.49,452295,48380,18607,7443,0.1646,Yes
4907,Instagram,carousel,Lifestyle,UR,UK,2025-01-31,03,0.95,11293,241,93,37,0.033,No
4908,Instagram,story,Sports,DE,MX,2025-10-22,08,-0.1,420861,49518,19045,7618,0.181,Yes
4909,Instagram,reel,Education,FR,MX,2025-09-23,05,0.83,400320,66762,25677,10271,0.2566,Yes
4910,Instagram,feed,Health,UR,DE,2025-07-17,20,0.9,166019,3806,1464,585,0.0353,No
4911,Instagram,feed,Travel,UR,CA,2025-04-11,18,0.45,384482,57447,22095,8838,0.2299,Yes
4912,Instagram,story,Business,JA,US,2025-04-24,20,0.23,19119,1519,584,233,0.1223,Yes
4913,Instagram,carousel,Food,EN,FR,2025-08-13,00,0.6,459803,13878,5337,2135,0.0464,No
4914,Instagram,feed,Sports,PT,DE,2025-03-09,03,0.99,150598,4434,1705,682,0.0453,No
4915,Instagram,reel,Sports,HI,FR,2025-10-05,01,0.46,439925,44558,17137,6855,0.1558,Yes
4916,Instagram,image,Travel,PT,JP,2025-08-29,18,-0.59,213594,28395,10921,4368,0.2045,Yes
4917,Instagram,carousel,Travel,FR,IN,2025-07-17,13,0.79,418674,7162,2754,1101,0.0263,No
4918,Instagram,reel,Technology,EN,BR,2025-08-08,19,0.27,476149,53533,20589,8235,0.173,Yes
4919,Instagram,feed,Entertainment,DE,AU,2025-11-12,12,0.93,372136,21225,8163,3265,0.0878,No
4920,Instagram,feed,Education,JA,UK,2025-06-08,20,0.53,307563,36891,14189,5675,0.1845,Yes
4921,Instagram,reel,Entertainment,PT,AU,2025-08-03,18,0.72,397625,17635,6782,2713,0.0682,No
4922,Instagram,story,Travel,JA,MX,2025-04-13,18,0.97,36806,1003,386,154,0.042,No
4923,Instagram,reel,Business,EN,IN,2025-04-02,20,0.5,238757,12231,4704,1881,0.0788,No
4924,Instagram,image,Food,DE,CA,2025-10-22,04,0.72,443199,55282,21262,8505,0.1919,Yes
4925,Instagram,reel,Health,UR,US,2025-01-30,02,0.29,127307,14208,5464,2185,0.1717,Yes
4926,Instagram,carousel,Food,ES,US,2025-12-25,06,0.73,306468,22741,8746,3498,0.1142,Yes
4927,Instagram,reel,Fashion,ES,UK,2025-04-25,19,0.76,379257,5031,1935,774,0.0204,No
4928,Instagram,feed,Health,DE,UK,2025-06-12,20,0.58,133921,5249,2019,807,0.0603,No
4929,Instagram,feed,Business,ES,CA,2025-11-12,19,-0.12,415127,31705,12194,4877,0.1175,Yes
4930,Instagram,reel,Lifestyle,FR,JP,2025-10-21,19,-0.42,241597,11978,4607,1842,0.0763,No
4931,Instagram,reel,Food,JA,AU,2025-03-25,20,0.85,259653,15754,6059,2423,0.0933,No
4932,Instagram,feed,Travel,DE,IN,2025-12-10,19,0.79,291558,30130,11588,4635,0.159,Yes
4933,Instagram,story,Entertainment,HI,CA,2025-07-21,15,0.96,250026,33310,12811,5124,0.205,Yes
4934,Instagram,reel,Health,PT,CA,2025-11-12,19,-0.13,242919,14134,5436,2174,0.0895,No
4935,Instagram,story,Health,PT,AU,2025-12-14,05,0.91,457272,15657,6022,2408,0.0527,No
4936,Instagram,story,Education,DE,CA,2025-07-08,20,0.94,374807,49206,18925,7570,0.202,Yes
4937,Instagram,story,Travel,ES,BR,2025-01-02,19,0.99,418578,76638,29476,11790,0.2817,Yes
4938,Instagram,image,Technology,JA,FR,2025-10-04,18,0,372350,51130,19665,7866,0.2113,Yes
4939,Instagram,image,Food,UR,AU,2025-01-16,18,0.69,298545,55244,21248,8499,0.2847,Yes
4940,Instagram,reel,Food,FR,FR,2025-08-22,18,0.92,328833,19211,7389,2955,0.0899,No
4941,Instagram,reel,Sports,EN,US,2025-02-16,08,0.58,498590,33272,12797,5118,0.1027,Yes
4942,Instagram,reel,Food,EN,BR,2025-08-28,18,0.64,312527,27373,10528,4211,0.1348,Yes
4943,Instagram,reel,Education,EN,AU,2025-03-14,01,0.94,492096,38584,14840,5936,0.1206,Yes
4944,Instagram,story,Lifestyle,ES,MX,2025-07-20,20,0.2,305103,3355,1290,516,0.0169,No
4945,Instagram,reel,Lifestyle,JA,CA,2025-06-03,20,0.71,73146,12964,4986,1994,0.2727,Yes
4946,Instagram,image,Entertainment,ES,US,2025-11-30,05,0.71,183242,3428,1318,527,0.0288,No
4947,Instagram,story,Education,JA,BR,2025-02-25,20,0.65,250458,8253,3174,1269,0.0507,No
4948,Instagram,image,Technology,ES,BR,2025-04-07,22,0.97,438755,54674,21028,8411,0.1917,Yes
4949,Instagram,reel,Travel,UR,JP,2025-03-22,10,0.42,207387,10483,4032,1612,0.0778,No
4950,Instagram,image,Sports,JA,JP,2025-07-23,20,0.14,347044,17394,6690,2676,0.0771,No
4951,Instagram,story,Health,DE,JP,2025-01-10,18,-0.65,139673,4132,1589,635,0.0455,No
4952,Instagram,reel,Food,PT,BR,2025-06-06,20,0.74,211793,3477,1337,535,0.0253,No
4953,Instagram,image,Health,FR,AU,2025-02-13,18,0.68,180155,5010,1927,770,0.0428,No
4954,Instagram,reel,Health,HI,UK,2025-01-24,21,0.77,158377,14165,5448,2179,0.1376,Yes
4955,Instagram,carousel,Sports,UR,AU,2025-04-29,18,0.58,456884,74318,28584,11433,0.2503,Yes
4956,Instagram,carousel,Health,ES,UK,2025-01-07,20,0.17,193091,30113,11582,4632,0.2399,Yes
4957,Instagram,feed,Sports,ES,UK,2025-09-21,20,0.77,343070,25339,9746,3898,0.1136,Yes
4958,Instagram,reel,Lifestyle,EN,FR,2025-09-25,08,0.57,370653,66216,25468,10187,0.2748,Yes
4959,Instagram,reel,Food,HI,MX,2025-01-18,03,-0.18,187557,11791,4535,1814,0.0967,No
4960,Instagram,story,Lifestyle,HI,CA,2025-12-29,18,-0.45,96019,2005,771,308,0.0321,No
4961,Instagram,carousel,Health,HI,MX,2025-02-21,20,0.72,195914,24945,9594,3837,0.1959,Yes
4962,Instagram,image,Lifestyle,UR,JP,2025-03-07,03,0.62,465474,32403,12462,4985,0.1071,Yes
4963,Instagram,image,Food,EN,JP,2025-01-20,19,0.93,140464,5049,1942,776,0.0553,No
4964,Instagram,reel,Business,PT,IN,2025-12-22,19,0.96,262371,25284,9724,3889,0.1483,Yes
4965,Instagram,feed,Lifestyle,EN,MX,2025-12-19,20,0.75,22292,503,193,77,0.0347,No
4966,Instagram,story,Sports,HI,FR,2025-11-04,15,0.48,190642,2350,904,361,0.019,No
4967,Instagram,feed,Lifestyle,EN,US,2025-02-13,01,0.42,79188,6448,2480,992,0.1253,Yes
4968,Instagram,feed,Lifestyle,UR,BR,2025-04-25,09,0.54,138306,13415,5159,2063,0.1492,Yes
4969,Instagram,story,Sports,UR,FR,2025-04-04,19,0.44,444424,55702,21424,8569,0.1928,Yes
4970,Instagram,reel,Health,JA,MX,2025-09-19,19,0.76,321836,53298,20499,8199,0.2548,Yes
4971,Instagram,image,Health,ES,JP,2025-12-29,20,0.19,46542,7896,3037,1214,0.2611,Yes
4972,Instagram,image,Travel,HI,MX,2025-05-04,20,-0.05,202843,23179,8915,3566,0.1758,Yes
4973,Instagram,story,Fashion,UR,FR,2025-09-09,20,0.91,223772,7823,3009,1203,0.0538,No
4974,Instagram,story,Sports,UR,US,2025-06-11,19,0.83,110716,9278,3568,1427,0.1289,Yes
4975,Instagram,carousel,Business,UR,DE,2025-08-08,17,0.28,372604,4821,1854,741,0.0199,No
4976,Instagram,feed,Business,UR,IN,2025-07-14,19,0.91,45061,7248,2788,1115,0.2475,Yes
4977,Instagram,feed,Travel,DE,DE,2025-11-25,05,0.85,403663,65293,25112,10045,0.2488,Yes
4978,Instagram,story,Business,ES,UK,2025-11-04,20,0.14,320443,7317,2814,1125,0.0351,No
4979,Instagram,carousel,Food,ES,DE,2025-01-30,18,0.24,61615,1503,578,231,0.0375,No
